Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Description,HasTraverse,HasSloper,Hascrimp,Hassloper,Hastraverse,Hasarete,Hasjug,Hasundercling,Hascave,Hasroof,Haspinch,Hasmantle
Walk the Line,White Line Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106458184/walk-the-line,2,-1,Boulder,V1+,1,12,33.94629,-116.07223,"[<div class=""fr-view""><p>Climb the obvious thin white dike that slants left. Thin and delicate with technical footwork.</p><p>To descend work down the northwest corner of the boulder and jump off.</p><ul><li>This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">North side of the boulder.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Tanorexia,Modern Ills Boulder > Shark Fin Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106640349/tanorexia,2,-1,Boulder,V-easy,1,15,33.9517,-116.07599,"[<div class=""fr-view"">Fun climbing up dark patina edges along the left margin of lighter colored rock. An easy mantle finishes off the problem.  <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">Left of center on the northwest face.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,0,0,0,0,0,0,1
Vibrator,Vibrator Boulder > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106096452/vibrator,2,-1,Boulder,V2,1,15,33.98805,-116.16103,"[<div class=""fr-view"">Sit start at the obvious flake.    Pull on the flake, carefully (because it does vibrate), and make a good sequence of moves to get establish on the face.    <br/> <br/> Finish straight up.</div>, <div class=""fr-view"">North side of Boulder</div>, <div class=""fr-view"">Pads</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Raw Heat,The Habanero > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106688348/raw-heat,2,-1,Boulder,V-easy,1,14,34.04538,-116.10349,"[<div class=""fr-view"">Starting from a flake embedded in the ground climb the nice slab past jugs and edges. This is also the best downclimb for the boulder. <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">Center of the east face.</div>, <div class=""fr-view"">Pad</div>]",0,0,0,0,0,0,1,0,0,0,0,0
Melon Arete,Ladies Helper Boulder > Volcano Boulder Area > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106360244/melon-arete,2,-1,Boulder,V4,1,15,33.9454,-116.077,"[<div class=""fr-view"">Delicate lieback moves with subtle weight shifts and technical footwork characterize this fun arete that's just high enough to be mildly exciting. The rock is a little on the rough side but the movement is what makes this so good. Descend via an easy slab on the backside of the boulder.</div>, <div class=""fr-view"">Southwest arete of the boulder.</div>, <div class=""fr-view"">pad, spotter</div>]",0,0,0,0,0,1,0,0,0,0,0,0
Gizmodo,Gizmo Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106292631/gizmodo,2,-1,Boulder,V1+,1,12,34.0206,-116.16207,"[<div class=""fr-view"">Start on the right side of the east face at a rounded arete and work sloping holds on both sides of the arete with your hands to gain the top. Good movement on this one with some technical footwork required. <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">Northeast arete of the boulder.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,1,0,0,0,0,0,0
Lessons In Flight,Lessons Boulder > Loveland Bouldering > Pinto Basin (aka Eastern Territorries) > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105724348/lessons-in-flight,2,-1,Boulder,V2,1,20,34.0169,-116.0421,"[<div class=""fr-view"">The main feature on this boulder is a left leaning seam that runs from the ground to the top of the boulder. <br/> <br/> Stand start off some good crimps and work your way up the seam.  <br/> <br/> There is also a possible sit start that has good holds but proves difficult to get out from underneath the boulder, over the bulge and then follow the seam. Sit start probably go at V7+.</div>, <div class=""fr-view"">A good pad and an alert spotter</div>]",0,0,1,0,0,0,0,0,0,0,0,0
Shmoo Slab,Piano Rock > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/123503425/shmoo-slab,2,-1,Boulder,V0,1,12,34.02807,-116.14776,"[<div class=""fr-view""><p>This obvious slab problem has likely already been FA'd, but I thought I'd put in on MP for those looking to tick something else on Piano Rock. If anyone knows the original name, let me know! 5.8 / V0 problem immediately to climber's left of the downclimb from Piano Rock. Worth taking a lap or two on while in the area.</p></div>, <div class=""fr-view""><p>About 30' right of Piano Crack, on the other side of the bush/tree, and immediately to the left of the downclimb.</p></div>, <div class=""fr-view"">Pad, spotter</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Crispy Critter,Piano Rock > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/123503481/crispy-critter,2,-1,Boulder,V0 PG13,1,18,34.02807,-116.14776,"[<div class=""fr-view""><p>Pretty fun slab and edging on a taller pillar. While not difficult, a fall could be bad given the ledge below the business.</p></div>, <div class=""fr-view""><p>About 35' right of Piano Crack, on the other side of the bush/tree, and immediately to the right of the downclimb.</p></div>, <div class=""fr-view"">Pads, spotters</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Easy Flake,Lynn Hill Memorial Boulder > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106120047/easy-flake,1.6,-1,Boulder,V-easy R,1,25,34.00377,-116.14932,"[<div class=""fr-view"">Located right of <a href=""https://www.mountainproject.com/route/106120037/death-spiral"">Death Spiral</a> on the north face and identifiable as a right-slanting flake system. <br/> <br/> A quick pull (5.7) gains the flake which is traversed up and right to a ledge of sorts. From here you have three options - reverse your moves, jump off, or top out the problem by continuing out right to the west face and paddle up smears to the top (scary if climbing at the grade).   </div>, <div class=""fr-view"">pad, spotter</div>]",1,0,0,0,1,0,0,0,0,0,0,0
Snack Attack,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106386022/snack-attack,1.6,-1,Boulder,V-easy,1,10,34.01678,-116.16358,"[<div class=""fr-view"">Grab some slopers over the rounded top and press out a standard mantle. Jump off or downclimb off the left side of the South Face.  <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area. </li></ul></div>, <div class=""fr-view"">Left side of the West Face.</div>, <div class=""fr-view"">Pad</div>]",0,0,0,1,0,0,0,0,0,0,0,1
Scratch Arete,Scratch-N-Sniff Boulder > Miledi Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105790173/scratch-arete,1.7,-1,Boulder,V0,1,18,34.07647,-116.24317,"[<div class=""fr-view"">From gritty jugs on the northeast arete work up and right on good edges to a topout near the apex of the north face. Good rock higher on this one.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,1,1,0,0,0,0,0
Swinging Richard Direct,Chocolate Boulder 1 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105789393/swinging-richard-direct,1.6,-1,Boulder,V2,1,15,34.06259,-116.22631,"[<div class=""fr-view"">Start at the southwest corner of the boulder with both hands matched on a large incut jug (same as for <a href=""https://www.mountainproject.com/route/105789389/swinging-richard"">Swinging Richard</a>) and then launch up the rounded arete above. Balancy and sometime reachy moves on this enjoyable problem.</div>, <div class=""fr-view"">Pad, a spotter is nice</div>]",0,0,0,0,0,1,1,0,0,0,0,0
Torpedo,Chocolate Boulder 3 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106318184/torpedo,1.7,-1,Boulder,V0,1,15,34.06269,-116.22639,"[<div class=""fr-view"">Jump (or if tall just reach) for the twin juggy holds, run your feet up and then make a long reach for another good hold and mantel to finish. Although the moves are few they are enjoyable and worth a visit. <br/> <br/> <ul><li> This problem isn't listed in the Joshua Tree Bouldering Guide but is an obvious line with some good moves that's worth a go when in the area.</li></ul></div>, <div class=""fr-view"">North side of the boulder and just left of <a href=""https://www.mountainproject.com/route/105789815/attractive-brunette"">Attractive Brunette</a>.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,0,1,0,0,0,0,0
Coyote,Sacred Land Boulder > [Redacted] > Sacred Land > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/111888491/coyote,1.4,-1,Boulder,V0,1,8,33.98331,-116.15085,"[<div class=""fr-view"">Stand start at a high rail and work your way up on minimal but positive features. Blink and you miss it - this one's over quick.</div>, <div class=""fr-view"">Pad</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Unnamed,Garden Angel Boulder > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/118571181/unnamed,1.7,-1,Boulder,V-easy,1,10,33.99739,-116.1469,"[<div class=""fr-view"">Climb the large flake/crack that runs vertically on the arete. <br/><br/>The Miramontes guidebook has it at 5.7.</div>, <div class=""fr-view"">On the only side of the boulder that appears easily climbable. This problem is to the right of ""Under the Garden Angel Right."" It uses the large vertical flake.</div>]",0,0,0,0,0,1,0,0,0,0,0,0
Slap Prow,Hensel Boulder > Scatterbrain Area > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/111704778/slap-prow,1.8,-1,Boulder,V3,1,10,34.01824,-116.16346,"[<div class=""fr-view"">Start with hands in the decent crack to the right of the arete.   Get your feet on then compress and up the arete.</div>, <div class=""fr-view"">North east arete</div>, <div class=""fr-view"">Pads</div>]",0,0,0,0,0,1,0,0,0,0,0,0
Christina's Problem,Teflon Boulder > The Outer Rim > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/112482777/christinas-problem,1.7,-1,Boulder,V1,1,10,34.08372,-116.23164,"[<div class=""fr-view"">Use the horizontal jugs to start on the right most arete. Work up the giant flake to the top.</div>, <div class=""fr-view"">Pad</div>]",0,0,0,0,0,1,1,0,0,0,0,0
Fluff,The Rabbit Warren > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/107429203/fluff,1.7,-1,Boulder,V-easy,1,12,33.9863,-116.1602,"[<div class=""fr-view"">A short arete with solid jugs, fun at about 5.8, even if a little grainy.</div>, <div class=""fr-view"">On the east side (pointing towards Picture Perfect) of an independent boulder just left/east of Leisure World.</div>, <div class=""fr-view"">Pad</div>]",0,0,0,0,0,1,1,0,0,0,0,0
True at First Light,Papa Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106356202/true-at-first-light,1.7,-1,Boulder,V0,1,15,34.02395,-116.17707,"[<div class=""fr-view""><p>Begin from a sloping shelf just right of the arete and balance your way up the tricky arete.</p><ul><li>Â Can be done from a sit start (V0+) which adds a few more quality balance moves.</li></ul><p>* Listed in the Joshua Tree Bouldering Guide as #80, Unknown.</p></div>, <div class=""fr-view"">Left side of the North Face.</div>, <div class=""fr-view"">pad, spotter</div>]",0,0,0,0,0,1,0,0,0,0,0,0
Chevron Star,The Real Hall of Horrors > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/116175659/chevron-star,1.8,-1,Boulder,V2 R,1,15,34.00056,-116.14758,"[<div class=""fr-view"">Traverse to the right, and up, the wall that is across from Walking Mexican Down the Hall. Â Use the obvious lip below the diagonal chimney and the thin footholds on the face of the wall. Â Top out after you pass the large hueco above the chimney. Â The crux is probably the top-out. Â <br/><br/>You can downclimb by stemming from the top using the opposite wall, or by slithering down the chimney back to the start. Â <br/><br/>This one gets an R for the potential to pinball off of the opposite wall if the mantel to topÂ out does not go as planned.Â </div>, <div class=""fr-view"">This climb is directly across from Walking Mexican Down the Hall and goes left to right. Â The start is just beyond the end of Walking Mexican Down the Hall. Â As you enter the Real Hall of Horrors, it will be on the right roughly 35 feet down the hall. Â </div>, <div class=""fr-view"">Crash pad and a good spotter.</div>]",1,0,0,0,1,0,0,0,0,0,0,0
